#{"source_key": "UNHCR", "source_url": "http://www.unhcr.org/cgi-bin/texis/vtx/home/opendocAttachment.zip?COMID=58aa8f854", "source_date": 2017-02-01, "extract_date": 2017-04-04}
UN major regions,UNHCR-Bureaux,Country/territory of asylum/residence,Type of population,Population Start 2016,of whom assisted by UNHCR Start 2016,Population Mid 2016,of whom assisted by UNHCR Mid 2016,Notes,Misc
Africa,Middle East and North Africa,Morocco,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Middle East and North Africa,Morocco,Total population of concern,"   5,473 ","   5,473 ","   6,398 ","   6,398 ",,
Africa,Middle East and North Africa,Tunisia,Total Refugee and people in refugee-like situations,  665 ,   665 ,   688 ,   688 ,,
Africa,Middle East and North Africa,Tunisia,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Middle East and North Africa,Tunisia,Asylum-seekers,   90 ,  90 ,  38 ,  38 ,,
Africa,Middle East and North Africa,Tunisia,Returned refugees,  -00 ,   -00 ,   1 ,   -00 ,,
Africa,Middle East and North Africa,Tunisia,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Middle East and North Africa,Tunisia,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Middle East and North Africa,Tunisia,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Middle East and North Africa,Tunisia,Others of concern to UNHCR,   2 ,   -00 ,   3 ,   -00 ,,
Africa,Middle East and North Africa,Tunisia,Total population of concern,  757 ,   755 ,   730 ,   726 ,,
Africa,Southern Africa,Angola,Total Refugee and people in refugee-like situations,"   15,555 ",   268 ,"  15,555 ",   268 ,,
Africa,Southern Africa,Angola,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Angola,Asylum-seekers,"  30,143 ",   -00 ,"  30,143 ",   -00 ,,
Africa,Southern Africa,Angola,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Angola,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Angola,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Angola,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Angola,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Angola,Total population of concern,"   45,698 ",   268 ,"  45,698 ",   268 ,b,
Africa,Southern Africa,Botswana,Total Refugee and people in refugee-like situations,"   2,130 ","   2,130 ","   2,120 ","   2,120 ",,
Africa,Southern Africa,Botswana,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Botswana,Asylum-seekers,   135 ,   135 ,   221 ,   221 ,,
Africa,Southern Africa,Botswana,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Botswana,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Botswana,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Botswana,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Botswana,Others of concern to UNHCR,   -00 ,   -00 ,   504 ,   504 ,,
Africa,Southern Africa,Botswana,Total population of concern,"   2,265 ","   2,265 ","   2,845 ","   2,845 ",,
Africa,Southern Africa,Comoros,Total Refugee and people in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Comoros,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Comoros,Asylum-seekers,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Comoros,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Comoros,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Comoros,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Comoros,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Comoros,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Comoros,Total population of concern,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Lesotho,Total Refugee and people in refugee-like situations,   31 ,  -00 ,   41 ,  -00 ,,
Africa,Southern Africa,Lesotho,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Lesotho,Asylum-seekers,  4 ,   -00 ,   2 ,   -00 ,,
Africa,Southern Africa,Lesotho,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Lesotho,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Lesotho,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Lesotho,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Lesotho,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Lesotho,Total population of concern,   35 ,  -00 ,   43 ,  -00 ,,
Africa,Southern Africa,Madagascar,Total Refugee and people in refugee-like situations,  10 ,  10 ,  10 ,  10 ,,
Africa,Southern Africa,Madagascar,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Madagascar,Asylum-seekers,   12 ,  6 ,   56 ,  2 ,,
Africa,Southern Africa,Madagascar,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Madagascar,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Madagascar,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Madagascar,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Madagascar,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Madagascar,Total population of concern,  22 ,  16 ,  66 ,  12 ,,
Africa,Southern Africa,Malawi,Total Refugee and people in refugee-like situations,"   9,019 ","   9,019 ","   8,643 ","   8,643 ",,
Africa,Southern Africa,Malawi,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Malawi,Asylum-seekers,"  14,470 ","  14,465 ","  17,054 ","  17,054 ",,
Africa,Southern Africa,Malawi,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Malawi,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Malawi,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Malawi,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Malawi,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Malawi,Total population of concern,"   23,489 ","  23,484 ","  25,697 ","  25,697 ",,
Africa,Southern Africa,Mauritius,Total Refugee and people in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Mauritius,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Mauritius,Asylum-seekers,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Mauritius,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Mauritius,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Mauritius,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Mauritius,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Mauritius,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Mauritius,Total population of concern,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Mozambique,Total Refugee and people in refugee-like situations,"   5,622 ","   3,247 ","   5,627 ","   3,143 ",,
Africa,Southern Africa,Mozambique,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Mozambique,Asylum-seekers,"  14,825 ","  10,000 ","  18,336 ","  8,490 ",,
Africa,Southern Africa,Mozambique,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Mozambique,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Mozambique,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Mozambique,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Mozambique,Others of concern to UNHCR,   -00 ,   -00 ,   2 ,   -00 ,,
Africa,Southern Africa,Mozambique,Total population of concern,"   20,447 ","  13,247 ","  23,965 ","  11,633 ",,
Africa,Southern Africa,Namibia,Total Refugee and people in refugee-like situations,"  1,737 ","   1,547 ","   1,776 ","   1,569 ",,
Africa,Southern Africa,Namibia,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Namibia,Asylum-seekers,"   1,112 ","   1,046 ","   1,289 ","   1,226 ",,
Africa,Southern Africa,Namibia,Returned refugees,   -00 ,   -00 ,   5 ,   4 ,,
Africa,Southern Africa,Namibia,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Namibia,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Namibia,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Namibia,Others of concern to UNHCR,"   1,706 ",  60 ,"   1,710 ",  67 ,,
Africa,Southern Africa,Namibia,Total population of concern,"  4,555 ","   2,653 ","   4,780 ","   2,866 ",,
Africa,Southern Africa,South Africa,Total Refugee and people in refugee-like situations,"   121,645 ","   12,164 ","  122,392 ","   12,911 ",,
Africa,Southern Africa,South Africa,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,South Africa,Asylum-seekers,"  1,096,064 ","   109,624 ","   1,079,482 ","   3,059 ",w,
Africa,Southern Africa,South Africa,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,South Africa,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,South Africa,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,South Africa,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,South Africa,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,South Africa,Total population of concern,"   1,217,709 ","   121,788 ","   1,201,874 ","   15,970 ",,
Africa,Southern Africa,Swaziland,Total Refugee and people in refugee-like situations,   696 ,   185 ,   721 ,   187 ,,
Africa,Southern Africa,Swaziland,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Swaziland,Asylum-seekers,  268 ,   51 ,  332 ,   34 ,,
Africa,Southern Africa,Swaziland,Returned refugees,   -00 ,   -00 ,   7 ,   -00 ,,
Africa,Southern Africa,Swaziland,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Swaziland,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Swaziland,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Swaziland,Others of concern to UNHCR,  3 ,   -00 ,   2 ,   -00 ,,
Africa,Southern Africa,Swaziland,Total population of concern,   967 ,   236 ,"  1,062 ",  221 ,,
Africa,Southern Africa,Zambia,Total Refugee and people in refugee-like situations,"   26,447 ","  26,447 ","  28,035 ","  28,035 ",,
Africa,Southern Africa,Zambia,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Zambia,Asylum-seekers,"  2,411 ","   2,411 ","   2,904 ","   2,904 ",,
Africa,Southern Africa,Zambia,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Zambia,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Zambia,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Zambia,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Zambia,Others of concern to UNHCR,"  23,321 ",   866 ,"  24,374 ","  1,053 ",,
Africa,Southern Africa,Zambia,Total population of concern,"   52,179 ","  29,724 ","  55,313 ","  31,992 ",,
Africa,Southern Africa,Zimbabwe,Total Refugee and people in refugee-like situations,"   6,950 ","   6,950 ","   6,903 ","   6,903 ",,
Africa,Southern Africa,Zimbabwe,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Zimbabwe,Asylum-seekers,   259 ,   259 ,   303 ,   303 ,,
Africa,Southern Africa,Zimbabwe,Returned refugees,  -00 ,   -00 ,   6 ,   6 ,,
Africa,Southern Africa,Zimbabwe,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Zimbabwe,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Southern Africa,Zimbabwe,Persons under UNHCR's statelessness mandate,"   300,000 ","   300,000 ","   300,000 ","   300,000 ",af,
Africa,Southern Africa,Zimbabwe,Others of concern to UNHCR,"  3,384 ","   3,384 ","   1,351 ","   1,351 ",,
Africa,Southern Africa,Zimbabwe,Total population of concern,"   310,593 ","   310,593 ","   308,563 ","   308,563 ",,
Africa,Western Africa,Benin,Total Refugee and people in refugee-like situations,  530 ,   530 ,   647 ,   647 ,,
Africa,Western Africa,Benin,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Benin,Asylum-seekers,   178 ,   178 ,   105 ,   105 ,,
Africa,Western Africa,Benin,Returned refugees,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Benin,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Benin,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Benin,Persons under UNHCR's statelessness mandate,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Benin,Others of concern to UNHCR,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Benin,Total population of concern,  708 ,   708 ,   752 ,   752 ,,
Africa,Western Africa,Burkina Faso,Total Refugee and people in refugee-like situations,"  34,017 ","  34,017 ","  32,544 ","  32,544 ",,
Africa,Western Africa,Burkina Faso,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Burkina Faso,Asylum-seekers,  143 ,   143 ,   138 ,   138 ,,
Africa,Western Africa,Burkina Faso,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Burkina Faso,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Burkina Faso,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Burkina Faso,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Burkina Faso,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Burkina Faso,Total population of concern,"  34,160 ","  34,160 ","  32,682 ","  32,682 ",,
Africa,Western Africa,Cabo Verde,Total Refugee and people in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Cabo Verde,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Cabo Verde,Asylum-seekers,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Cabo Verde,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Cabo Verde,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Cabo Verde,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Cabo Verde,Persons under UNHCR's statelessness mandate,   115 ,   -00 ,   115 ,   -00 ,,
Africa,Western Africa,Cabo Verde,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Cabo Verde,Total population of concern,   115 ,   -00 ,   115 ,   -00 ,,
Africa,Western Africa,Côte d'Ivoire,Total Refugee and people in refugee-like situations,"   1,980 ","   1,980 ","   1,895 ","   1,895 ",,
Africa,Western Africa,Côte d'Ivoire,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Côte d'Ivoire,Asylum-seekers,   649 ,   645 ,   627 ,   627 ,,
Africa,Western Africa,Côte d'Ivoire,Returned refugees,  -00 ,   -00 ,"  17,160 ","  16,851 ",,
Africa,Western Africa,Côte d'Ivoire,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations","   308,272 ","   308,272 ","   308,272 ","   308,272 ",,
Africa,Western Africa,Côte d'Ivoire,Returned IDPs,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Côte d'Ivoire,Persons under UNHCR's statelessness mandate,"   700,000 ","   360,000 ","   695,000 ","   695,000 ",ag,
Africa,Western Africa,Côte d'Ivoire,Others of concern to UNHCR,   57 ,  57 ,  57 ,  57 ,,
Africa,Western Africa,Côte d'Ivoire,Total population of concern,"   1,010,958 ","   670,954 ","   1,023,011 ","   1,022,702 ",,
Africa,Western Africa,Gambia,Total Refugee and people in refugee-like situations,"  7,854 ","   7,854 ","   7,890 ","   7,890 ",,
Africa,Western Africa,Gambia,People in refugee-like situations,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Gambia,Asylum-seekers,  -00 ,   -00 ,   3 ,   3 ,,
Africa,Western Africa,Gambia,Returned refugees,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Gambia,"IDPs protected/assisted by UNHCR, incl. people in IDP-like situations",   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Gambia,Returned IDPs,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Gambia,Persons under UNHCR's statelessness mandate,   -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Gambia,Others of concern to UNHCR,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Gambia,Total population of concern,"  7,854 ","   7,854 ","   7,893 ","   7,893 ",,
Africa,Western Africa,Ghana,Total Refugee and people in refugee-like situations,"   17,406 ","  17,406 ","  16,409 ","  16,409 ",,
Africa,Western Africa,Ghana,People in refugee-like situations,  -00 ,   -00 ,   -00 ,   -00 ,,
Africa,Western Africa,Ghana,Asylum-seekers,"  1,859 ","   1,859 ","   2,048 ","   2,048 ",,
